city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population,estimated_population_2019,is_last,order_for_place,place_type,state
Pedro II,2207900,5023,12953.2209,2022-02-21,0.0227,114,38778.0,38742.0,False,670,city,PI
Pedro Laurentino,2207934,80,3144.65409,2022-02-21,0.025,2,2544.0,2536.0,False,639,city,PI
Picos,2208007,11372,14499.36887,2022-02-21,0.0157,178,78431.0,78222.0,False,674,city,PI
Pimenteiras,2208106,1305,10750.47368,2022-02-21,0.0238,31,12139.0,12127.0,False,676,city,PI
Pio IX,2208205,1451,7860.66417,2022-02-21,0.0152,22,18459.0,18425.0,False,662,city,PI
Piracuruca,2208304,3019,10455.77336,2022-02-21,0.0344,104,28874.0,28791.0,False,683,city,PI
Piripiri,2208403,13624,21358.58404,2022-02-21,0.0153,208,63787.0,63742.0,False,664,city,PI
Porto,2208502,552,4378.17259,2022-02-21,0.0272,15,12608.0,12568.0,False,656,city,PI
Porto Alegre do Piauí,2208551,186,6838.23529,2022-02-21,0.0215,4,2720.0,2710.0,False,587,city,PI
Prata do Piauí,2208601,239,7587.30159,2022-02-21,0.0209,5,3150.0,3151.0,False,619,city,PI
Queimada Nova,2208650,750,8317.62227,2022-02-21,0.008,6,9017.0,8992.0,False,661,city,PI
Redenção do Gurguéia,2208700,851,9674.85221,2022-02-21,0.0247,21,8796.0,8778.0,False,651,city,PI
Regeneração,2208809,1071,5956.94977,2022-02-21,0.0243,26,17979.0,17978.0,False,656,city,PI
Riacho Frio,2208858,138,3202.59921,2022-02-21,0.0362,5,4309.0,4312.0,False,572,city,PI
Ribeira do Piauí,2208874,46,1024.95544,2022-02-21,0.1522,7,4488.0,4477.0,False,671,city,PI
Ribeiro Gonçalves,2208908,951,12893.16703,2022-02-21,0.0168,16,7376.0,7341.0,False,646,city,PI
Rio Grande do Piauí,2209005,451,7010.72594,2022-02-21,0.02,9,6433.0,6432.0,False,664,city,PI
Santa Cruz do Piauí,2209104,877,14038.73859,2022-02-21,0.0171,15,6247.0,6240.0,False,639,city,PI
Santa Cruz dos Milagres,2209153,289,7165.88148,2022-02-21,0.0069,2,4033.0,4019.0,False,598,city,PI
Santa Filomena,2209203,147,2350.49568,2022-02-21,0.0272,4,6254.0,6253.0,False,631,city,PI
Santa Luz,2209302,260,4420.26522,2022-02-21,0.0308,8,5882.0,5860.0,False,653,city,PI
Santana do Piauí,2209351,268,5773.37355,2022-02-21,0.0261,7,4642.0,4634.0,False,632,city,PI
Santa Rosa do Piauí,2209377,154,2930.54234,2022-02-21,0.039,6,5255.0,5257.0,False,609,city,PI
Santo Antônio de Lisboa,2209401,125,1940.69244,2022-02-21,0.04,5,6441.0,6415.0,False,639,city,PI
Santo Antônio dos Milagres,2209450,182,8402.58541,2022-02-21,0.0165,3,2166.0,2161.0,False,619,city,PI
Santo Inácio do Piauí,2209500,282,7415.19853,2022-02-21,0.0213,6,3803.0,3798.0,False,614,city,PI
São Braz do Piauí,2209559,106,2381.48731,2022-02-21,0.1226,13,4451.0,4448.0,False,592,city,PI
São Félix do Piauí,2209609,426,14529.33151,2022-02-21,0.0094,4,2932.0,2942.0,False,599,city,PI
São Francisco de Assis do Piauí,2209658,92,1591.97093,2022-02-21,0.0326,3,5779.0,5755.0,False,635,city,PI
São Francisco do Piauí,2209708,229,3566.97819,2022-02-21,0.0437,10,6420.0,6423.0,False,663,city,PI
São Gonçalo do Gurguéia,2209757,231,7556.42787,2022-02-21,0.0216,5,3057.0,3041.0,False,609,city,PI
São Gonçalo do Piauí,2209807,469,9324.05567,2022-02-21,0.0171,8,5030.0,5015.0,False,657,city,PI
São João da Canabrava,2209856,622,13480.71088,2022-02-21,0.0129,8,4614.0,4608.0,False,644,city,PI
São João da Fronteira,2209872,267,4403.0343,2022-02-21,0.0262,7,6064.0,6042.0,False,651,city,PI
São João da Serra,2209906,431,7040.18295,2022-02-21,0.0394,17,6122.0,6139.0,False,624,city,PI
São João da Varjota,2209955,362,7466.9967,2022-02-21,0.0055,2,4848.0,4840.0,False,601,city,PI
São João do Arraial,2209971,930,11570.0423,2022-02-21,0.0108,10,8038.0,7989.0,False,629,city,PI
São João do Piauí,2210003,3374,16329.49376,2022-02-21,0.011,37,20662.0,20601.0,False,658,city,PI
São José do Divino,2210052,246,4594.69555,2022-02-21,0.0528,13,5354.0,5346.0,False,693,city,PI
São José do Peixe,2210102,195,5212.51002,2022-02-21,0.0154,3,3741.0,3745.0,False,652,city,PI
São José do Piauí,2210201,250,3731.34328,2022-02-21,0.036,9,6700.0,6705.0,False,672,city,PI
São Julião,2210300,362,5681.99655,2022-02-21,0.0387,14,6371.0,6363.0,False,659,city,PI
São Lourenço do Piauí,2210359,69,1507.53769,2022-02-21,0.0435,3,4577.0,4573.0,False,660,city,PI
São Luis do Piauí,2210375,179,6764.92819,2022-02-21,0.0056,1,2646.0,2644.0,False,652,city,PI
São Miguel da Baixa Grande,2210383,196,7986.96007,2022-02-21,0.0153,3,2454.0,2452.0,False,657,city,PI
São Miguel do Fidalgo,2210391,215,7077.02436,2022-02-21,0.0186,4,3038.0,3039.0,False,598,city,PI
São Miguel do Tapuio,2210409,665,3770.05499,2022-02-21,0.0211,14,17639.0,17662.0,False,631,city,PI
São Pedro do Piauí,2210508,2057,14360.51382,2022-02-21,0.0146,30,14324.0,14291.0,False,661,city,PI
São Raimundo Nonato,2210607,4119,11810.07541,2022-02-21,0.0163,67,34877.0,34710.0,False,675,city,PI
Sebastião Barros,2210623,25,724.4277,2022-02-21,0.12,3,3451.0,3469.0,False,605,city,PI
Sebastião Leal,2210631,481,11178.24773,2022-02-21,0.0187,9,4303.0,4294.0,False,595,city,PI
Sigefredo Pacheco,2210656,464,4613.24319,2022-02-21,0.0323,15,10058.0,10041.0,False,645,city,PI
Simões,2210706,994,6785.44611,2022-02-21,0.0151,15,14649.0,14633.0,False,631,city,PI
Simplício Mendes,2210805,1974,15487.21167,2022-02-21,0.0243,48,12746.0,12711.0,False,650,city,PI
Socorro do Piauí,2210904,218,4777.55862,2022-02-21,0.0321,7,4563.0,4569.0,False,646,city,PI
Sussuapara,2210938,558,8245.89922,2022-02-21,0.0251,14,6767.0,6730.0,False,625,city,PI
Tamboril do Piauí,2210953,56,1911.91533,2022-02-21,0.1429,8,2929.0,2919.0,False,596,city,PI
Tanque do Piauí,2210979,400,14424.81067,2022-02-21,0.0025,1,2773.0,2765.0,False,610,city,PI
Teresina,2211001,118958,13703.65464,2022-02-21,0.0229,2728,868075.0,864845.0,False,701,city,PI
União,2211100,2573,5773.07097,2022-02-21,0.0268,69,44569.0,44485.0,False,671,city,PI
Uruçuí,2211209,4083,18854.76795,2022-02-21,0.0169,69,21655.0,21558.0,False,662,city,PI
Valença do Piauí,2211308,2193,10478.28372,2022-02-21,0.0342,75,20929.0,20918.0,False,658,city,PI
Várzea Branca,2211357,204,4131.22722,2022-02-21,0.0588,12,4938.0,4947.0,False,633,city,PI
Várzea Grande,2211407,561,12790.69767,2022-02-21,0.0018,1,4386.0,4391.0,False,664,city,PI
Vera Mendes,2211506,381,12370.12987,2022-02-21,0.0079,3,3080.0,3077.0,False,648,city,PI
Vila Nova do Piauí,2211605,349,11822.49322,2022-02-21,0.0086,3,2952.0,2971.0,False,656,city,PI
Wall Ferraz,2211704,335,7492.73093,2022-02-21,0.009,3,4471.0,4462.0,False,609,city,PI
,22,363448,11075.73412,2022-02-21,0.0209,7614,3281480.0,3273227.0,False,705,state,PI
,41,2277375,19774.30441,2022-02-21,0.0185,42074,11516840.0,11433957.0,False,710,state,PR
,33,1963043,11303.82147,2022-02-21,0.0363,71323,17366189.0,17264943.0,False,703,state,RJ
Acari,2400109,1290,11599.67629,2022-02-21,0.0186,24,11121.0,11136.0,True,481,city,RN
Açu,2400208,9632,16497.67059,2022-02-21,0.0171,165,58384.0,58017.0,True,493,city,RN
Afonso Bezerra,2400307,1088,9864.90162,2022-02-21,0.0165,18,11029.0,11035.0,True,459,city,RN
Água Nova,2400406,434,13264.05868,2022-02-21,0.0092,4,3272.0,3252.0,True,416,city,RN
Alexandria,2400505,2375,17523.79547,2022-02-21,0.0135,32,13553.0,13577.0,True,473,city,RN
Almino Afonso,2400604,723,15350.31847,2022-02-21,0.0194,14,4710.0,4735.0,True,454,city,RN
Alto do Rodrigues,2400703,3425,23255.02444,2022-02-21,0.0123,42,14728.0,14529.0,True,476,city,RN
Angicos,2400802,1150,9824.86117,2022-02-21,0.0226,26,11705.0,11714.0,True,452,city,RN
Antônio Martins,2400901,948,13251.32793,2022-02-21,0.0074,7,7154.0,7145.0,True,455,city,RN
Apodi,2401008,8218,22907.95562,2022-02-21,0.0129,106,35874.0,35845.0,True,492,city,RN
Areia Branca,2401107,3942,14095.18361,2022-02-21,0.0287,113,27967.0,27774.0,True,487,city,RN
Arês,2401206,1407,9759.31192,2022-02-21,0.0192,27,14417.0,14306.0,True,469,city,RN
Baía Formosa,2401404,644,6908.38876,2022-02-21,0.0155,10,9322.0,9271.0,True,488,city,RN
Baraúna,2401453,1744,6066.72001,2022-02-21,0.0172,30,28747.0,28374.0,True,476,city,RN
Barcelona,2401503,378,9464.19629,2022-02-21,0.0212,8,3994.0,3998.0,True,478,city,RN
Bento Fernandes,2401602,190,3438.91403,2022-02-21,0.0158,3,5525.0,5497.0,True,476,city,RN
Bodó,2401651,435,19799.7269,2022-02-21,0.0023,1,2197.0,2223.0,True,433,city,RN
Bom Jesus,2401701,1314,12798.28577,2022-02-21,0.0152,20,10267.0,10210.0,True,464,city,RN
Brejinho,2401800,1713,13396.41824,2022-02-21,0.0117,20,12787.0,12699.0,True,465,city,RN
Caiçara do Norte,2401859,668,10181.37479,2022-02-21,0.018,12,6561.0,6549.0,True,454,city,RN
Caiçara do Rio do Vento,2401909,630,16958.27725,2022-02-21,0.0127,8,3715.0,3684.0,True,449,city,RN
Caicó,2402006,16139,23614.70816,2022-02-21,0.0109,176,68343.0,67952.0,True,493,city,RN
Campo Grande,2401305,733,7580.14478,2022-02-21,0.0191,14,9670.0,9655.0,True,457,city,RN
Campo Redondo,2402105,1036,9175.44947,2022-02-21,0.0145,15,11291.0,11217.0,True,472,city,RN
Canguaretama,2402204,2338,6767.39609,2022-02-21,0.0197,46,34548.0,34276.0,True,482,city,RN
Caraúbas,2402303,4077,19848.10866,2022-02-21,0.0118,48,20541.0,20493.0,True,488,city,RN
Carnaúba dos Dantas,2402402,963,11688.31169,2022-02-21,0.0093,9,8239.0,8180.0,True,472,city,RN
Carnaubais,2402501,1505,13849.26843,2022-02-21,0.0159,24,10867.0,10759.0,True,492,city,RN
Ceará-Mirim,2402600,5242,7094.71348,2022-02-21,0.0244,128,73886.0,73497.0,True,490,city,RN
Cerro Corá,2402709,586,5241.0339,2022-02-21,0.0239,14,11181.0,11179.0,True,482,city,RN
Coronel Ezequiel,2402808,266,4832.84884,2022-02-21,0.0226,6,5504.0,5506.0,True,433,city,RN
Coronel João Pessoa,2402907,652,13265.51373,2022-02-21,0.0107,7,4915.0,4912.0,True,480,city,RN
Cruzeta,2403004,1652,20693.9747,2022-02-21,0.0091,15,7983.0,7998.0,True,447,city,RN
Currais Novos,2403103,5724,12746.91014,2022-02-21,0.0171,98,44905.0,44786.0,True,481,city,RN
Doutor Severiano,2403202,1194,16883.48416,2022-02-21,0.0193,23,7072.0,7076.0,True,447,city,RN
Encanto,2403301,1044,18419.19548,2022-02-21,0.0163,17,5668.0,5638.0,True,483,city,RN
Equador,2403400,839,13858.60588,2022-02-21,0.0072,6,6054.0,6045.0,True,439,city,RN
Espírito Santo,2403509,1000,9538.34414,2022-02-21,0.016,16,10484.0,10505.0,True,449,city,RN
Extremoz,2403608,5084,17569.80923,2022-02-21,0.0146,74,28936.0,28583.0,True,488,city,RN
Felipe Guerra,2403707,1564,26079.70652,2022-02-21,0.0121,19,5997.0,5985.0,True,460,city,RN
Fernando Pedroza,2403756,589,19204.4343,2022-02-21,0.0068,4,3067.0,3054.0,True,472,city,RN
Florânia,2403806,1718,17555.6918,2022-02-21,0.0111,19,9786.0,9116.0,True,449,city,RN
Francisco Dantas,2403905,766,27230.71454,2022-02-21,0.0065,5,2813.0,2824.0,True,439,city,RN
Frutuoso Gomes,2404002,1570,38851.76936,2022-02-21,0.0064,10,4041.0,4068.0,True,449,city,RN
Galinhos,2404101,340,11950.79086,2022-02-21,0.0029,1,2845.0,2786.0,True,450,city,RN
Goianinha,2404200,3575,13405.07706,2022-02-21,0.0131,47,26669.0,26328.0,True,459,city,RN
Governador Dix-Sept Rosado,2404309,1485,11356.684,2022-02-21,0.0141,21,13076.0,13037.0,True,454,city,RN
Grossos,2404408,1399,13370.92612,2022-02-21,0.0164,23,10463.0,10383.0,True,460,city,RN
Guamaré,2404507,2909,18223.39159,2022-02-21,0.0196,57,15963.0,15659.0,True,469,city,RN
Ielmo Marinho,2404606,856,6157.83037,2022-02-21,0.0105,9,13901.0,13766.0,True,475,city,RN
Importados/Indefinidos,,0,,2022-02-21,0.0,0,,,True,493,city,RN
Ipanguaçu,2404705,1674,10712.91437,2022-02-21,0.0149,25,15626.0,15491.0,True,478,city,RN
Ipueira,2404804,526,23346.64891,2022-02-21,0.0038,2,2253.0,2241.0,True,448,city,RN
Itajá,2404853,750,9874.91771,2022-02-21,0.0173,13,7595.0,7548.0,True,467,city,RN
Itaú,2404903,529,8970.66305,2022-02-21,0.0265,14,5897.0,5878.0,True,455,city,RN
Jaçanã,2405009,1122,12145.48604,2022-02-21,0.0062,7,9238.0,9133.0,True,477,city,RN
Jandaíra,2405108,883,12810.0972,2022-02-21,0.0102,9,6893.0,6878.0,True,444,city,RN
Janduís,2405207,1109,21131.85976,2022-02-21,0.009,10,5248.0,5268.0,True,449,city,RN
Januário Cicco,2405306,686,6676.39903,2022-02-21,0.0131,9,10275.0,10181.0,True,482,city,RN
Japi,2405405,736,14734.73473,2022-02-21,0.0122,9,4995.0,5055.0,True,441,city,RN
Jardim de Angicos,2405504,330,12663.08519,2022-02-21,0.003,1,2606.0,2612.0,True,449,city,RN
Jardim de Piranhas,2405603,4016,26877.25873,2022-02-21,0.0107,43,14942.0,14837.0,True,439,city,RN
Jardim do Seridó,2405702,2188,17650.85511,2022-02-21,0.0114,25,12396.0,12396.0,True,454,city,RN
João Câmara,2405801,3858,10972.69625,2022-02-21,0.0132,51,35160.0,34955.0,True,471,city,RN
João Dias,2405900,373,14054.25772,2022-02-21,0.0054,2,2654.0,2654.0,True,422,city,RN
José da Penha,2406007,762,12815.33804,2022-02-21,0.0157,12,5946.0,5951.0,True,418,city,RN
Jucurutu,2406106,4121,22500.6825,2022-02-21,0.0131,54,18315.0,18295.0,True,455,city,RN
Jundiá,2406155,597,15221.8256,2022-02-21,0.0151,9,3922.0,3898.0,True,440,city,RN
Lagoa d'Anta,2406205,527,7737.48348,2022-02-21,0.0171,9,6811.0,6769.0,True,449,city,RN
Lagoa de Pedras,2406304,708,9335.44304,2022-02-21,0.0198,14,7584.0,7544.0,True,482,city,RN
Lagoa de Velhos,2406403,289,10578.33089,2022-02-21,0.0346,10,2732.0,2732.0,True,445,city,RN
Lagoa Nova,2406502,2025,12857.95924,2022-02-21,0.0084,17,15749.0,15614.0,True,454,city,RN
Lagoa Salgada,2406601,709,8545.25732,2022-02-21,0.0155,11,8297.0,8245.0,True,466,city,RN
Lajes,2406700,1337,11785.96615,2022-02-21,0.0112,15,11344.0,11277.0,True,459,city,RN
Lajes Pintadas,2406809,676,14192.73567,2022-02-21,0.0133,9,4763.0,4759.0,True,475,city,RN
Lucrécia,2406908,732,18186.3354,2022-02-21,0.0068,5,4025.0,3996.0,True,443,city,RN
Luís Gomes,2407005,814,8022.86615,2022-02-21,0.0135,11,10146.0,10116.0,True,492,city,RN
Macaíba,2407104,8164,9977.87854,2022-02-21,0.0225,184,81821.0,80792.0,True,493,city,RN
Macau,2407203,3644,11373.63838,2022-02-21,0.0132,48,32039.0,31814.0,True,457,city,RN
Major Sales,2407252,574,14130.96997,2022-02-21,0.0279,16,4062.0,4020.0,True,419,city,RN
Marcelino Vieira,2407302,1106,13267.75432,2022-02-21,0.0145,16,8336.0,8347.0,True,432,city,RN
Martins,2407401,758,8654.94405,2022-02-21,0.0145,11,8758.0,8725.0,True,453,city,RN
Maxaranguape,2407500,666,5309.31122,2022-02-21,0.0105,7,12544.0,12371.0,True,462,city,RN
Messias Targino,2407609,694,14976.26241,2022-02-21,0.0086,6,4634.0,4601.0,True,443,city,RN
Montanhas,2407708,831,7414.3469,2022-02-21,0.0205,17,11208.0,11251.0,True,470,city,RN
Monte Alegre,2407807,1643,7277.63997,2022-02-21,0.0097,16,22576.0,22451.0,True,493,city,RN
Monte das Gameleiras,2407906,220,10556.62188,2022-02-21,0.0273,6,2084.0,2105.0,True,430,city,RN
Mossoró,2408003,36434,12119.70008,2022-02-21,0.0173,629,300618.0,297378.0,True,499,city,RN
Natal,2408102,125512,14094.87018,2022-02-21,0.023,2885,890480.0,884122.0,True,504,city,RN
Nísia Floresta,2408201,2655,9503.18563,2022-02-21,0.0177,47,27938.0,27602.0,True,481,city,RN
Nova Cruz,2408300,3075,8210.94793,2022-02-21,0.0218,67,37450.0,37343.0,True,466,city,RN
Olho-d'Água do Borges,2408409,1230,28982.09237,2022-02-21,0.0073,9,4244.0,4258.0,True,445,city,RN
Ouro Branco,2408508,877,18221.48348,2022-02-21,0.0068,6,4813.0,4812.0,True,469,city,RN
Paraná,2408607,848,19831.61833,2022-02-21,0.0024,2,4276.0,4254.0,True,453,city,RN
Paraú,2408706,686,18293.33333,2022-02-21,0.019,13,3750.0,3768.0,True,459,city,RN
Parazinho,2408805,713,13524.27921,2022-02-21,0.0126,9,5272.0,5237.0,True,457,city,RN
Parelhas,2408904,3886,18036.66744,2022-02-21,0.0082,32,21545.0,21477.0,True,464,city,RN
Parnamirim,2403251,39621,14837.3253,2022-02-21,0.0145,574,267036.0,261469.0,True,500,city,RN
Passa e Fica,2409100,1425,10575.924,2022-02-21,0.0049,7,13474.0,13277.0,True,493,city,RN
Passagem,2409209,325,10477.11154,2022-02-21,0.0092,3,3102.0,3089.0,True,441,city,RN
Patu,2409308,1989,15528.14427,2022-02-21,0.0156,31,12809.0,12755.0,True,448,city,RN
Pau dos Ferros,2409407,5627,18388.88889,2022-02-21,0.0078,44,30600.0,30394.0,True,481,city,RN
Pedra Grande,2409506,925,28915.28603,2022-02-21,0.0054,5,3199.0,3237.0,True,461,city,RN
Pedra Preta,2409605,299,12264.15094,2022-02-21,0.0067,2,2438.0,2458.0,True,425,city,RN
Pedro Avelino,2409704,426,6403.12641,2022-02-21,0.0188,8,6653.0,6716.0,True,450,city,RN
Pedro Velho,2409803,1434,9660.46888,2022-02-21,0.0105,15,14844.0,14806.0,True,459,city,RN
Pendências,2409902,1402,9180.19906,2022-02-21,0.0321,45,15272.0,15129.0,True,465,city,RN
Pilões,2410009,692,17885.75859,2022-02-21,0.0072,5,3869.0,3838.0,True,463,city,RN
Poço Branco,2410108,1419,9136.56558,2022-02-21,0.0134,19,15531.0,15413.0,True,477,city,RN
Portalegre,2410207,1024,12952.18821,2022-02-21,0.0166,17,7906.0,7867.0,True,464,city,RN
Porto do Mangue,2410256,512,7850.35265,2022-02-21,0.0215,11,6522.0,6437.0,True,461,city,RN
Pureza,2410405,600,6170.30029,2022-02-21,0.0333,20,9724.0,9621.0,True,443,city,RN
Rafael Fernandes,2410504,663,12929.01716,2022-02-21,0.006,4,5128.0,5098.0,True,416,city,RN
Rafael Godeiro,2410603,566,17643.39152,2022-02-21,0.0053,3,3208.0,3201.0,True,437,city,RN
Riacho da Cruz,2410702,532,14720.53127,2022-02-21,0.0207,11,3614.0,3579.0,True,463,city,RN
Riacho de Santana,2410801,765,18218.62348,2022-02-21,0.0013,1,4199.0,4204.0,True,414,city,RN
Riachuelo,2410900,949,11545.01217,2022-02-21,0.0137,13,8220.0,8128.0,True,463,city,RN
Rio do Fogo,2408953,1011,9270.97662,2022-02-21,0.0138,14,10905.0,10848.0,True,449,city,RN
Rodolfo Fernandes,2411007,520,11653.96683,2022-02-21,0.0212,11,4462.0,4467.0,True,454,city,RN
Ruy Barbosa,2411106,157,4370.82405,2022-02-21,0.0064,1,3592.0,3600.0,True,447,city,RN
Santa Cruz,2411205,5769,14426.82805,2022-02-21,0.014,81,39988.0,39674.0,True,483,city,RN
Santa Maria,2409332,531,9446.71767,2022-02-21,0.0264,14,5621.0,5551.0,True,467,city,RN
Santana do Matos,2411403,1275,10664.10171,2022-02-21,0.0157,20,11956.0,12791.0,True,457,city,RN
Santana do Seridó,2411429,409,15210.11528,2022-02-21,0.0049,2,2689.0,2680.0,True,442,city,RN
Santo Antônio,2411502,2956,12174.62932,2022-02-21,0.0213,63,24280.0,24136.0,True,488,city,RN
São Bento do Norte,2411601,346,12734.63379,2022-02-21,0.0058,2,2717.0,2747.0,True,447,city,RN
São Bento do Trairí,2411700,261,5806.45161,2022-02-21,0.0115,3,4495.0,4449.0,True,447,city,RN
São Fernando,2411809,674,18748.26147,2022-02-21,0.0089,6,3595.0,3584.0,True,448,city,RN
São Francisco do Oeste,2411908,499,11727.37955,2022-02-21,0.01,5,4255.0,4228.0,True,426,city,RN
São Gonçalo do Amarante,2412005,10412,10043.21321,2022-02-21,0.0234,244,103672.0,102400.0,True,493,city,RN
São João do Sabugi,2412104,1523,24536.81328,2022-02-21,0.0066,10,6207.0,6193.0,True,445,city,RN
São José de Mipibu,2412203,5722,12935.16593,2022-02-21,0.014,80,44236.0,43899.0,True,493,city,RN
São José do Campestre,2412302,1258,9767.83912,2022-02-21,0.0223,28,12879.0,12856.0,True,440,city,RN
São José do Seridó,2412401,940,20150.05359,2022-02-21,0.0021,2,4665.0,4634.0,True,439,city,RN
São Miguel,2412500,3026,12792.22152,2022-02-21,0.0159,48,23655.0,23519.0,True,477,city,RN
São Miguel do Gostoso,2412559,1070,10326.19185,2022-02-21,0.0196,21,10362.0,10282.0,True,480,city,RN
São Paulo do Potengi,2412609,2694,15203.16027,2022-02-21,0.0193,52,17720.0,17579.0,True,466,city,RN
São Pedro,2412708,657,11079.25801,2022-02-21,0.0213,14,5930.0,5971.0,True,487,city,RN
São Rafael,2412807,1173,14318.84766,2022-02-21,0.0171,20,8192.0,8202.0,True,476,city,RN
São Tomé,2412906,1820,16466.1178,2022-02-21,0.0137,25,11053.0,11055.0,True,462,city,RN
São Vicente,2413003,1214,18821.70543,2022-02-21,0.0025,3,6450.0,6424.0,True,457,city,RN
Senador Elói de Souza,2413102,707,11539.08928,2022-02-21,0.0127,9,6127.0,6086.0,True,458,city,RN
Senador Georgino Avelino,2413201,455,10147.19001,2022-02-21,0.0132,6,4484.0,4440.0,True,457,city,RN
Serra Caiada,2410306,878,8344.42121,2022-02-21,0.0216,19,10522.0,10395.0,True,454,city,RN
Serra de São Bento,2413300,504,8763.69327,2022-02-21,0.006,3,5751.0,5762.0,True,478,city,RN
Serra do Mel,2413359,1317,10899.61102,2022-02-21,0.0144,19,12083.0,11938.0,True,466,city,RN
Serra Negra do Norte,2413409,2037,25173.01038,2022-02-21,0.0098,20,8092.0,8078.0,True,472,city,RN
Serrinha,2413508,892,14438.32956,2022-02-21,0.0123,11,6178.0,6229.0,True,445,city,RN
Serrinha dos Pintos,2413557,913,18957.6412,2022-02-21,0.0077,7,4816.0,4800.0,True,422,city,RN
Severiano Melo,2413607,1071,51293.10345,2022-02-21,0.014,15,2088.0,2440.0,True,452,city,RN
Sítio Novo,2413706,607,10915.303,2022-02-21,0.0181,11,5561.0,5522.0,True,416,city,RN
Taboleiro Grande,2413805,332,12838.3604,2022-02-21,0.0181,6,2586.0,2566.0,True,463,city,RN
Taipu,2413904,1375,11181.58901,2022-02-21,0.0124,17,12297.0,12279.0,True,487,city,RN
Tangará,2414001,1058,6667.08677,2022-02-21,0.0189,20,15869.0,15727.0,True,440,city,RN
Tenente Ananias,2414100,1733,15964.99309,2022-02-21,0.0144,25,10855.0,10786.0,True,487,city,RN
Tenente Laurentino Cruz,2414159,1359,22578.50141,2022-02-21,0.0029,4,6019.0,5952.0,True,453,city,RN
Tibau,2411056,774,18695.65217,2022-02-21,0.0155,12,4140.0,4106.0,True,493,city,RN
Tibau do Sul,2414209,2179,15090.0277,2022-02-21,0.0078,17,14440.0,14180.0,True,452,city,RN
Timbaúba dos Batistas,2414308,767,31681.1235,2022-02-21,0.0026,2,2421.0,2414.0,True,439,city,RN
Touros,2414407,2081,6211.38406,2022-02-21,0.0154,32,33503.0,33287.0,True,477,city,RN
Triunfo Potiguar,2414456,510,15858.20896,2022-02-21,0.0059,3,3216.0,3237.0,True,426,city,RN
Umarizal,2414506,2213,21036.12167,2022-02-21,0.0099,22,10520.0,10555.0,True,454,city,RN
Upanema,2414605,1843,12452.7027,2022-02-21,0.0114,21,14800.0,14659.0,True,458,city,RN
Várzea,2414704,516,9356.301,2022-02-21,0.0233,12,5515.0,5500.0,True,451,city,RN
Venha-Ver,2414753,425,10107.01546,2022-02-21,0.0141,6,4205.0,4177.0,True,440,city,RN
Vera Cruz,2414803,1915,15153.91311,2022-02-21,0.0125,24,12637.0,12481.0,True,441,city,RN
Viçosa,2414902,680,39420.28986,2022-02-21,0.0059,4,1725.0,1718.0,True,446,city,RN
Vila Flor,2415008,368,11521.60301,2022-02-21,0.0082,3,3194.0,3170.0,True,437,city,RN
,24,472107,13358.37461,2022-02-21,0.017,8020,3534165.0,3506853.0,False,662,state,RN
,11,361479,20121.73942,2022-02-21,0.0194,7013,1796460.0,1777225.0,False,683,state,RO
,14,151785,24047.7771,2022-02-21,0.014,2125,631181.0,605761.0,False,687,state,RR
,43,2098858,18374.00824,2022-02-21,0.0181,37922,11422973.0,11377239.0,False,700,state,RS
,42,1586717,21878.20148,2022-02-21,0.0134,21210,7252502.0,7164788.0,False,712,state,SC
,28,318846,13750.34392,2022-02-21,0.0195,6223,2318822.0,2298696.0,False,699,state,SE
,35,4938241,10668.20513,2022-02-21,0.033,163183,46289333.0,45919049.0,False,709,state,SP
,17,295954,18610.55634,2022-02-21,0.0138,4093,1590248.0,1572866.0,False,667,state,TO
,12,116249,12996.41128,2022-02-20,0.0168,1956,894470.0,881935.0,False,689,state,AC
Água Branca,2700102,858,4241.2259,2022-02-20,0.0338,29,20230.0,20196.0,False,613,city,AL
Anadia,2700201,1691,9648.5222,2022-02-20,0.0213,36,17526.0,17545.0,False,654,city,AL
Arapiraca,2700300,35558,15257.86644,2022-02-20,0.0153,545,233047.0,231747.0,False,659,city,AL
Atalaia,2700409,1797,3793.94067,2022-02-20,0.0306,55,47365.0,47185.0,False,651,city,AL
Barra de Santo Antônio,2700508,570,3547.42345,2022-02-20,0.0579,33,16068.0,15932.0,False,654,city,AL
Barra de São Miguel,2700607,928,11076.62927,2022-02-20,0.0086,8,8378.0,8322.0,False,648,city,AL
Batalha,2700706,1258,6860.07198,2022-02-20,0.0183,23,18338.0,18232.0,False,648,city,AL
Belém,2700805,210,4901.96078,2022-02-20,0.0381,8,4284.0,4344.0,False,625,city,AL
Belo Monte,2700904,596,8882.26528,2022-02-20,0.0151,9,6710.0,6704.0,False,619,city,AL
Boca da Mata,2701001,2294,8385.72891,2022-02-20,0.0214,49,27356.0,27281.0,False,662,city,AL
Branquinha,2701100,1053,10066.92161,2022-02-20,0.0152,16,10460.0,10494.0,False,648,city,AL
Cacimbinhas,2701209,1000,9183.57976,2022-02-20,0.012,12,10889.0,10858.0,False,638,city,AL
Cajueiro,2701308,821,3848.85847,2022-02-20,0.0402,33,21331.0,21264.0,False,637,city,AL
Campestre,2701357,287,4127.12108,2022-02-20,0.0209,6,6954.0,6936.0,False,640,city,AL
